"","Country","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999"
28,"Burundi",547.0,581.0,584.0,562.0,542.0,500.0,460.0,463.0,481.0,480.0
29,"Cape Verde",1602.0,1641.0,1688.0,1811.0,1984.0,2122.0,2250.0,2406.0,2580.0,2866.0
30,"Cambodia",602.0,647.0,684.0,703.0,745.0,781.0,818.0,842.0,869.0,971.0
31,"Cameroon",1992.0,1922.0,1850.0,1780.0,1722.0,1766.0,1836.0,1913.0,1974.0,2026.0
32,"Canada",20415.0,20403.0,20806.0,21616.0,22824.0,23682.0,24252.0,25470.0,26532.0,28069.0
33,"Central African Republic",696.0,698.0,663.0,654.0,735.0,756.0,706.0,732.0,749.0,766.0
34,"Chad",720.0,796.0,807.0,784.0,817.0,801.0,805.0,836.0,873.0,849.0
35,"Chile",5811.0,6357.0,7060.0,7589.0,8020.0,8786.0,9396.0,10126.0,10535.0,10517.0
36,"China",967.0,1078.0,1246.0,1436.0,1639.0,1837.0,2035.0,2239.0,2420.0,2621.0
37,"Colombia",4988.0,5171.0,5411.0,5746.0,6061.0,6402.0,6546.0,6798.0,6808.0,6531.0
38,"Comoros",1488.0,1492.0,1603.0,1647.0,1581.0,1670.0,1656.0,1722.0,1706.0,1740.0
39,"Democratic Republic of the Congo",940.0,861.0,758.0,646.0,597.0,607.0,589.0,527.0,502.0,480.0
40,"Republic of the Congo",3661.0,3798.0,3948.0,3995.0,3925.0,4065.0,4179.0,4106.0,4414.0,4206.0
41,"Costa Rica",5137.0,5308.0,5799.0,6195.0,6422.0,6638.0,6668.0,6975.0,7375.0,7610.0
42,"Ivory Coast",3051.0,3034.0,2978.0,2770.0,2751.0,2882.0,3086.0,3234.0,3345.0,3360.0
43,"Croatia","","",8283.0,7979.0,8821.0,9757.0,10423.0,11114.0,11629.0,11547.0
44,"Cyprus",14347.0,14553.0,15860.0,15953.0,16898.0,18776.0,19036.0,19578.0,20732.0,21827.0
45,"Czech Republic","","","","","",14159.0,15088.0,15287.0,15419.0,15867.0
46,"Denmark",21924.0,22932.0,23842.0,24322.0,26084.0,27338.0,28454.0,29752.0,30638.0,31873.0
47,"Djibouti","",2724.0,2764.0,2624.0,2627.0,2556.0,2454.0,2402.0,2361.0,2396.0
48,"Dominica",4233.0,4451.0,4644.0,4857.0,4962.0,5219.0,5479.0,5695.0,5976.0,6081.0
49,"Dominican Republic",3672.0,3767.0,4208.0,4541.0,4677.0,4963.0,5270.0,5746.0,6102.0,6458.0
50,"Ecuador",4626.0,4914.0,5092.0,5204.0,5429.0,5562.0,5664.0,5916.0,6086.0,5794.0
51,"Egypt",4307.0,4454.0,4477.0,4571.0,4769.0,4973.0,5203.0,5484.0,5848.0,6162.0
52,"El Salvador",2925.0,3028.0,3269.0,3493.0,3687.0,3896.0,3957.0,4111.0,4229.0,4346.0
53,"Equatorial Guinea",434.0,429.0,565.0,618.0,712.0,887.0,1329.0,3225.0,3912.0,4817.0
54,"Eritrea","","",750.0,874.0,1090.0,1146.0,1278.0,1403.0,1440.0,1443.0
55,"Estonia","","","",7473.0,7682.0,8172.0,8863.0,10309.0,10983.0,11058.0
56,"Eswatini",3642.0,3728.0,3837.0,3956.0,4046.0,4241.0,4396.0,4525.0,4650.0,4810.0
57,"Ethiopia",408.0,379.0,341.0,383.0,391.0,411.0,461.0,469.0,442.0,464.0
58,"Fiji",4569.0,4559.0,4908.0,5114.0,5447.0,5661.0,5995.0,5909.0,6010.0,6577.0
59,"Finland",18702.0,18109.0,17803.0,18011.0,19039.0,20175.0,21222.0,22886.0,24336.0,25698.0
60,"France",19680.0,20472.0,21151.0,21408.0,22305.0,23213.0,23882.0,24785.0,25885.0,27021.0
61,"Gabon",12639.0,13434.0,12912.0,13415.0,13863.0,14496.0,14923.0,15660.0,15987.0,14403.0
62,"Gambia",1677.0,1702.0,1702.0,1709.0,1630.0,1667.0,1696.0,1674.0,1748.0,1828.0
63,"Georgia","","","","",1710.0,1862.0,2173.0,2533.0,2715.0,2895.0
64,"Germany",20483.0,21952.0,22733.0,22918.0,23909.0,24738.0,25347.0,26230.0,27083.0,27991.0
65,"Ghana",1728.0,1828.0,1907.0,1997.0,2061.0,2140.0,2228.0,2339.0,2424.0,2506.0
66,"Greece",13417.0,14089.0,14379.0,14396.0,14913.0,15477.0,16132.0,17080.0,17837.0,18550.0
67,"Grenada",4704.0,4925.0,4960.0,4924.0,5065.0,5235.0,5525.0,5864.0,6600.0,7132.0
68,"Guatemala",3404.0,3541.0,3700.0,3826.0,3951.0,4116.0,4212.0,4362.0,4512.0,4639.0
69,"Guinea",930.0,935.0,931.0,945.0,953.0,977.0,1006.0,1050.0,1080.0,1118.0
70,"Guinea-Bissau",873.0,947.0,976.0,999.0,1028.0,1068.0,1103.0,1164.0,894.0,1036.0
71,"Guyana",2832.0,3113.0,3429.0,3789.0,4181.0,4460.0,4882.0,5245.0,5192.0,5401.0
72,"Haiti",2053.0,2110.0,2069.0,1973.0,1743.0,1919.0,1998.0,2049.0,2079.0,2128.0
73,"Honduras",2050.0,1991.0,2100.0,2226.0,2215.0,2334.0,2353.0,2433.0,2477.0,2424.0
74,"Hong Kong",18099.0,19563.0,20995.0,22406.0,23785.0,24262.0,24975.0,26496.0,24963.0,25737.0
75,"Hungary",11014.0,10034.0,9947.0,10133.0,10670.0,11185.0,11417.0,12002.0,12636.0,13242.0
76,"Iceland",19287.0,19733.0,19211.0,19723.0,20661.0,20967.0,22244.0,23764.0,25563.0,26641.0
77,"India",1101.0,1127.0,1192.0,1253.0,1339.0,1443.0,1551.0,1611.0,1698.0,1834.0
78,"Indonesia",2966.0,3285.0,3521.0,3828.0,4136.0,4495.0,4879.0,5137.0,4461.0,4508.0
79,"Iran",7773.0,8840.0,9205.0,9150.0,9054.0,9329.0,9957.0,10107.0,10290.0,10530.0
80,"Iraq","","","","","","","","","",""
81,"Ireland",14310.0,14952.0,15712.0,16367.0,17643.0,19657.0,21687.0,24177.0,26314.0,29165.0
82,"Israel",13308.0,13553.0,14340.0,14842.0,15813.0,17234.0,18131.0,18677.0,19191.0,19617.0
83,"Italy",20338.0,21310.0,21942.0,22255.0,23194.0,24314.0,25073.0,25958.0,26712.0,27527.0
84,"Jamaica",5335.0,5525.0,5765.0,5982.0,6170.0,6400.0,6472.0,6413.0,6344.0,6434.0
85,"Japan",20303.0,21621.0,22222.0,22558.0,23177.0,24224.0,25385.0,26014.0,25903.0,26131.0
86,"Jordan",4439.0,4458.0,4883.0,4881.0,4989.0,5211.0,5179.0,5362.0,5492.0,5627.0
87,"Kazakhstan","","",7052.0,6613.0,6315.0,5966.0,6183.0,6519.0,6568.0,6865.0
88,"Kenya",1846.0,1874.0,1839.0,1827.0,1859.0,1925.0,1986.0,1976.0,1998.0,2006.0
89,"Kiribati",1126.0,1145.0,1170.0,1195.0,1226.0,1234.0,1252.0,1278.0,1358.0,1329.0
90,"South Korea",7545.0,8556.0,9197.0,9961.0,11005.0,12193.0,13269.0,14197.0,13523.0,15177.0
91,"Kosovo","","","","","","","","","",""
92,"Kuwait",24841.0,23727.0,42490.0,56395.0,50597.0,49037.0,47109.0,46474.0,47384.0,47523.0
93,"Kyrgyzstan","","",2073.0,1815.0,1480.0,1423.0,1528.0,1684.0,1713.0,1773.0
94,"Laos",1069.0,1117.0,1187.0,1251.0,1346.0,1435.0,1525.0,1623.0,1680.0,1742.0
95,"Latvia","","",5997.0,5455.0,5784.0,6075.0,6426.0,7186.0,7805.0,8206.0
96,"Lebanon",4834.0,6626.0,6726.0,6981.0,7347.0,7705.0,7977.0,8825.0,9184.0,9105.0
97,"Lesotho",886.0,946.0,989.0,1027.0,1073.0,1072.0,1154.0,1214.0,1244.0,1281.0
98,"Liberia","","","","","","","","","",""
99,"Libya",22328.0,26685.0,25469.0,24106.0,24922.0,21065.0,21422.0,20872.0,20588.0,20511.0
100,"Lithuania","","","","","",6855.0,7403.0,8217.0,8995.0,9082.0
101,"Luxembourg",37617.0,41684.0,42823.0,45037.0,47071.0,48518.0,49436.0,52597.0,55944.0,60747.0
102,"Macau","","","","","","","","","",""
103,"Madagascar",1243.0,1173.0,1182.0,1203.0,1192.0,1202.0,1213.0,1243.0,1268.0,1307.0
104,"Malawi",615.0,676.0,633.0,707.0,643.0,738.0,810.0,857.0,852.0,871.0
105,"Malaysia",6846.0,7636.0,8272.0,9053.0,9827.0,10732.0,11715.0,12469.0,11386.0,11947.0
106,"Maldives",3768.0,3976.0,4211.0,4423.0,4731.0,5090.0,5533.0,6085.0,6618.0,7053.0
107,"Mali",830.0,904.0,888.0,917.0,947.0,970.0,1032.0,1072.0,1087.0,1140.0
108,"Malta",11277.0,12024.0,13150.0,13853.0,14654.0,15849.0,16698.0,17668.0,18342.0,19192.0
109,"Marshall Islands","","","","","","","",2095.0,2073.0,2045.0
110,"Mauritania",2861.0,2879.0,2915.0,3073.0,2959.0,3225.0,3379.0,3206.0,3239.0,3309.0
111,"Mauritius",4979.0,5318.0,5717.0,6078.0,6374.0,6729.0,7161.0,7603.0,8071.0,8292.0
112,"Mexico",8711.0,9212.0,9581.0,9902.0,10436.0,9823.0,10514.0,11256.0,11797.0,12120.0
113,"Federated States of Micronesia","","","","","",2056.0,2024.0,1930.0,2001.0,2055.0
114,"Moldova","","",4396.0,4458.0,3143.0,3166.0,3044.0,3156.0,2989.0,2933.0
115,"Mongolia",3603.0,3301.0,3008.0,2954.0,3053.0,3267.0,3352.0,3494.0,3600.0,3710.0
116,"Montenegro","","","","","","","","","",""
117,"Morocco",2853.0,3103.0,3050.0,3044.0,3379.0,3215.0,3628.0,3582.0,3831.0,3873.0
118,"Mozambique",287.0,308.0,285.0,310.0,325.0,327.0,359.0,396.0,429.0,474.0
119,"Myanmar","","","","","","","","",798.0,865.0
120,"Namibia",4077.0,4259.0,4588.0,4471.0,4566.0,4717.0,4809.0,4939.0,4999.0,5081.0
121,"Nauru","","","","","","","","","",""
122,"Nepal",849.0,909.0,942.0,975.0,1049.0,1081.0,1132.0,1186.0,1209.0,1257.0
123,"Netherlands",21105.0,22178.0,22863.0,23530.0,24591.0,25664.0,26926.0,28441.0,29936.0,31671.0
124,"New Zealand",15205.0,15112.0,15402.0,16403.0,17452.0,18416.0,19213.0,19763.0,19877.0,20956.0
125,"Nicaragua","","","","",2192.0,2301.0,2425.0,2499.0,2569.0,2734.0
126,"Niger",762.0,759.0,766.0,760.0,764.0,773.0,761.0,758.0,814.0,795.0
127,"Nigeria",1827.0,1831.0,1866.0,1893.0,1890.0,1918.0,1982.0,2023.0,2046.0,2034.0
128,"North Macedonia","","",5987.0,5642.0,5630.0,5651.0,5784.0,5944.0,6184.0,6515.0
129,"Norway",27669.0,29321.0,30879.0,32318.0,34489.0,36494.0,38829.0,41391.0,42692.0,43842.0
130,"Oman",25069.0,26518.0,28403.0,29832.0,30667.0,31922.0,32640.0,34504.0,35149.0,35110.0
131,"Pakistan",1970.0,2095.0,2211.0,2252.0,2341.0,2450.0,2595.0,2621.0,2679.0,2766.0
132,"Palau","","","","","","","","","",""
133,"Panama",4879.0,5402.0,5853.0,6188.0,6367.0,6480.0,6942.0,7367.0,7835.0,8089.0
134,"Papua New Guinea",1471.0,1616.0,1743.0,1972.0,2168.0,2081.0,2201.0,2044.0,2109.0,2125.0
135,"Paraguay",5498.0,5524.0,5631.0,5928.0,6249.0,6679.0,6770.0,7035.0,6977.0,6839.0
136,"Peru",3389.0,3510.0,3502.0,3702.0,4169.0,4491.0,4620.0,4919.0,4873.0,4936.0
137,"Philippines",2690.0,2705.0,2715.0,2775.0,2891.0,3017.0,3094.0,3238.0,3178.0,3260.0
138,"Poland",6674.0,6399.0,6661.0,7090.0,7605.0,8287.0,8958.0,9751.0,10347.0,10965.0
139,"Portugal",12925.0,13845.0,14615.0,14840.0,15341.0,15969.0,16768.0,17729.0,18696.0,19589.0
140,"Puerto Rico",13444.0,14127.0,15007.0,15962.0,16860.0,17858.0,18456.0,19527.0,20851.0,21880.0
141,"Qatar",54629.0,54629.0,61134.0,61724.0,63855.0,64640.0,67091.0,84382.0,90512.0,91619.0
142,"Romania",7611.0,6861.0,6427.0,6717.0,7174.0,7894.0,8403.0,8073.0,7810.0,7866.0
143,"Russia","","",10805.0,10091.0,8999.0,8818.0,8668.0,8958.0,8588.0,9303.0
144,"Rwanda",560.0,538.0,586.0,573.0,367.0,494.0,568.0,634.0,636.0,602.0
145,"Samoa","","","","","","","","",2688.0,2696.0
146,"San Marino","","","","","","","","","",""
147,"São Tomé and Príncipe",1561.0,1588.0,1588.0,1625.0,1664.0,1701.0,1726.0,1741.0,1772.0,1809.0
148,"Saudi Arabia",34261.0,38794.0,38823.0,38456.0,38550.0,38497.0,39272.0,39422.0,40036.0,38136.0
149,"Senegal",1553.0,1601.0,1613.0,1625.0,1610.0,1698.0,1717.0,1751.0,1833.0,1925.0
150,"Serbia","","","","","","","","","",""
151,"Seychelles",8473.0,8882.0,9691.0,10426.0,10116.0,10227.0,11288.0,12733.0,12938.0,13106.0
152,"Sierra Leone",1046.0,988.0,913.0,939.0,997.0,918.0,701.0,585.0,580.0,531.0
153,"Singapore",23813.0,25528.0,27019.0,30059.0,33055.0,35087.0,36870.0,39283.0,37557.0,39944.0
154,"Slovakia","","","",8239.0,8888.0,9734.0,10578.0,11300.0,11874.0,12015.0
155,"Slovenia","","",11165.0,11808.0,12700.0,13496.0,14233.0,15234.0,15927.0,17070.0
156,"Solomon Islands",1224.0,1304.0,1461.0,1512.0,1622.0,1773.0,1783.0,1748.0,1741.0,1710.0
157,"Somalia","","","","","","","","","",""
158,"South Africa",7067.0,7059.0,6890.0,6966.0,7172.0,7391.0,7705.0,7908.0,7916.0,8099.0
159,"South Sudan","","","","","","","","","",""
160,"Spain",15183.0,16051.0,16502.0,16619.0,17324.0,18373.0,19118.0,20146.0,21209.0,22413.0
161,"Sri Lanka",2476.0,2519.0,2467.0,2686.0,2936.0,3153.0,3577.0,3990.0,3949.0,4098.0
162,"Saint Kitts and Nevis",8682.0,9140.0,9555.0,10192.0,10835.0,11307.0,12058.0,13022.0,13162.0,13717.0
163,"Saint Lucia",7013.0,7177.0,7800.0,7977.0,8114.0,8266.0,8524.0,8461.0,8957.0,9220.0
164,"Saint Vincent and the Grenadines",4264.0,4471.0,4891.0,5181.0,5223.0,5688.0,5846.0,6162.0,6501.0,6723.0
165,"Sudan",1507.0,1618.0,1696.0,1733.0,1780.0,2049.0,2151.0,2273.0,2438.0,2526.0
166,"Suriname",6984.0,6132.0,6440.0,6353.0,5963.0,6677.0,7471.0,8013.0,8183.0,8103.0
167,"Sweden",20001.0,20323.0,20478.0,20455.0,21538.0,22800.0,23565.0,24699.0,26034.0,27500.0
168,"Switzerland",32106.0,32479.0,32754.0,33167.0,34016.0,34675.0,35259.0,36567.0,37983.0,38999.0
169,"Syria",2863.0,3182.0,3581.0,3830.0,4019.0,4217.0,4314.0,4238.0,4418.0,4236.0
170,"Taiwan",9999.0,11092.0,12171.0,13186.0,14354.0,15476.0,16602.0,17731.0,18527.0,19904.0
171,"Tajikistan","","",1463.0,1322.0,1055.0,933.0,898.0,915.0,955.0,975.0
172,"Tanzania",943.0,962.0,957.0,958.0,963.0,989.0,1025.0,1054.0,1081.0,1122.0
173,"Thailand",4251.0,4708.0,5207.0,5741.0,6275.0,6857.0,7296.0,7133.0,6582.0,6900.0
174,"Timor-Leste","","","","","","","","","",""
175,"Togo",1282.0,1288.0,1248.0,1047.0,1191.0,1419.0,1350.0,1382.0,1323.0,1333.0
176,"Tonga",2451.0,2667.0,2612.0,2658.0,2777.0,3049.0,3098.0,3126.0,3221.0,3327.0
177,"Trinidad and Tobago",7331.0,7764.0,8689.0,8786.0,9250.0,9767.0,10627.0,11603.0,12668.0,13853.0
178,"Tunisia",3757.0,3956.0,4276.0,4393.0,4560.0,4698.0,5033.0,5339.0,5599.0,5954.0
179,"Turkey",7159.0,7345.0,7832.0,8523.0,8101.0,8729.0,9369.0,10096.0,10377.0,10035.0
180,"Turkmenistan","","",4330.0,3949.0,3251.0,3012.0,2809.0,2494.0,2655.0,3099.0
181,"Tuvalu","","","","","","","","","",""
182,"Uganda",807.0,820.0,860.0,908.0,967.0,1045.0,1098.0,1132.0,1177.0,1249.0
183,"Ukraine","","",6383.0,5623.0,4464.0,4035.0,3733.0,3715.0,3717.0,3795.0
184,"United Arab Emirates",84140.0,84999.0,85906.0,84878.0,86938.0,87499.0,92630.0,96855.0,89873.0,88354.0
185,"United Kingdom",17905.0,18227.0,18653.0,19510.0,20625.0,21511.0,22383.0,23826.0,24785.0,25794.0
186,"United States",23848.0,24303.0,25393.0,26364.0,27674.0,28671.0,29947.0,31440.0,32834.0,34496.0
187,"Uruguay",7136.0,7594.0,8333.0,8705.0,9449.0,9449.0,10096.0,10665.0,11183.0,11043.0
188,"Uzbekistan","","",2394.0,2341.0,2223.0,2208.0,2244.0,2327.0,2417.0,2520.0
189,"Vanuatu",1449.0,1515.0,1558.0,1576.0,1679.0,1687.0,1714.0,1782.0,1777.0,1763.0
190,"Venezuela",9700.0,10744.0,11387.0,11427.0,11146.0,11575.0,11516.0,12209.0,12140.0,11349.0
191,"Vietnam",1151.0,1236.0,1350.0,1468.0,1605.0,1766.0,1935.0,2096.0,2207.0,2310.0
192,"Palestine","","","","",2144.0,2188.0,2128.0,2347.0,2630.0,2799.0
193,"Yemen",2002.0,2100.0,2208.0,2235.0,2324.0,2405.0,2471.0,2561.0,2666.0,2728.0
194,"Zambia",1614.0,1608.0,1630.0,1620.0,1392.0,1425.0,1501.0,1543.0,1513.0,1562.0
195,"Zimbabwe","","","","","","","","",2441.0,2454.0
