"","Country","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009"
55,"Estonia",12389.0,13514.0,14747.0,16283.0,17965.0,20410.0,23231.0,25784.0,24997.0,21519.0
56,"Eswatini",4959.0,5077.0,5333.0,5598.0,5903.0,6396.0,6928.0,7366.0,7513.0,7624.0
57,"Ethiopia",507.0,541.0,543.0,511.0,571.0,646.0,724.0,810.0,904.0,985.0
58,"Fiji",6565.0,6792.0,7069.0,7216.0,7756.0,7841.0,8181.0,8270.0,8472.0,8366.0
59,"Finland",27735.0,29045.0,29921.0,31055.0,33076.0,34949.0,37343.0,40221.0,41130.0,37867.0
60,"France",28594.0,29599.0,30199.0,30840.0,32260.0,33594.0,35293.0,36872.0,37432.0,36428.0
61,"Gabon",14099.0,14367.0,14262.0,14430.0,14618.0,14593.0,14396.0,15264.0,15247.0,14446.0
62,"Gambia",1912.0,2004.0,1907.0,2013.0,2143.0,2093.0,2081.0,2137.0,2247.0,2341.0
63,"Georgia",3074.0,3359.0,3640.0,4148.0,4539.0,5157.0,5860.0,6803.0,7147.0,6964.0
64,"Germany",29444.0,30592.0,30983.0,31384.0,32645.0,33963.0,36419.0,38605.0,39835.0,37939.0
65,"Ghana",2464.0,2550.0,2644.0,2766.0,2923.0,3127.0,3331.0,3480.0,3779.0,3931.0
66,"Greece",19663.0,20820.0,21868.0,23532.0,25330.0,26210.0,28456.0,30096.0,30501.0,29287.0
67,"Grenada",7633.0,7617.0,7971.0,8866.0,9015.0,10501.0,10365.0,11270.0,11565.0,10836.0
68,"Guatemala",4753.0,4862.0,5028.0,5139.0,5307.0,5513.0,5865.0,6246.0,6455.0,6396.0
69,"Guinea",1152.0,1201.0,1261.0,1280.0,1320.0,1373.0,1418.0,1512.0,1564.0,1509.0
70,"Guinea-Bissau",1049.0,1100.0,1134.0,1129.0,1148.0,1235.0,1279.0,1318.0,1374.0,1385.0
71,"Guyana",5434.0,5673.0,5828.0,5909.0,6166.0,6233.0,6741.0,7389.0,7659.0,7933.0
72,"Haiti",2157.0,2162.0,2184.0,2268.0,2262.0,2367.0,2443.0,2584.0,2659.0,2788.0
73,"Honduras",2588.0,2647.0,2718.0,2826.0,3008.0,3212.0,3447.0,3676.0,3820.0,3673.0
74,"Hong Kong",28025.0,28737.0,29688.0,31022.0,34456.0,37938.0,41456.0,45106.0,46777.0,45706.0
75,"Hungary",14192.0,15135.0,16140.0,17186.0,18544.0,19975.0,21466.0,22124.0,22834.0,21471.0
76,"Iceland",28261.0,29600.0,29890.0,30929.0,33990.0,36822.0,39506.0,42891.0,43576.0,39999.0
77,"India",1916.0,2021.0,2097.0,2271.0,2474.0,2745.0,3044.0,3382.0,3529.0,3798.0
78,"Indonesia",4784.0,4999.0,5231.0,5510.0,5859.0,6297.0,6753.0,7271.0,7850.0,8156.0
79,"Iran",11218.0,11551.0,12472.0,13476.0,14221.0,14907.0,15882.0,17386.0,17583.0,17647.0
80,"Iraq","","","",6265.0,9604.0,9812.0,10423.0,10650.0,11473.0,11646.0
81,"Ireland",32162.0,34096.0,36043.0,37250.0,40064.0,42651.0,44868.0,47173.0,45200.0,42876.0
82,"Israel",21217.0,21258.0,21137.0,21461.0,22687.0,23941.0,25597.0,27391.0,28310.0,28068.0
83,"Italy",29209.0,30430.0,30965.0,31513.0,32577.0,33621.0,35131.0,36478.0,36514.0,34562.0
84,"Jamaica",6571.0,6745.0,6857.0,7223.0,7488.0,7764.0,8206.0,8520.0,8581.0,8313.0
85,"Japan",27409.0,28068.0,28458.0,29411.0,30836.0,32373.0,33831.0,35258.0,35512.0,33742.0
86,"Jordan",5893.0,6203.0,6614.0,6858.0,7415.0,8024.0,8667.0,9207.0,9575.0,9626.0
87,"Kazakhstan",7727.0,8977.0,9999.0,11082.0,12370.0,13862.0,15637.0,17293.0,17738.0,17819.0
88,"Kenya",2003.0,2073.0,2061.0,2103.0,2198.0,2331.0,2478.0,2643.0,2626.0,2658.0
89,"Kiribati",1416.0,1403.0,1457.0,1489.0,1477.0,1567.0,1580.0,1618.0,1578.0,1567.0
90,"South Korea",16787.0,17860.0,19427.0,20328.0,21872.0,23480.0,25345.0,27401.0,28550.0,28813.0
91,"Kosovo",5005.0,5351.0,5272.0,5420.0,5277.0,5618.0,5915.0,6488.0,6650.0,6918.0
92,"Kuwait",51747.0,50913.0,50827.0,57787.0,60785.0,63528.0,66171.0,67441.0,69575.0,64261.0
93,"Kyrgyzstan",1885.0,2011.0,2023.0,2188.0,2376.0,2416.0,2542.0,2802.0,3048.0,3121.0
94,"Laos",1864.0,1966.0,2100.0,2239.0,2428.0,2636.0,2913.0,3172.0,3428.0,3642.0
95,"Latvia",8933.0,9830.0,10840.0,12097.0,13586.0,15698.0,18296.0,20837.0,20708.0,18110.0
96,"Lebanon",9181.0,9392.0,9412.0,9302.0,9861.0,9960.0,10293.0,11537.0,12831.0,14092.0
97,"Lesotho",1373.0,1449.0,1493.0,1584.0,1664.0,1768.0,1902.0,2037.0,2139.0,2146.0
98,"Liberia",909.0,921.0,954.0,679.0,712.0,757.0,819.0,914.0,949.0,965.0
99,"Libya",21444.0,22161.0,21343.0,24905.0,26626.0,29943.0,30409.0,32659.0,32667.0,31008.0
100,"Lithuania",9699.0,10652.0,11642.0,13233.0,14644.0,16539.0,18608.0,21487.0,22704.0,19676.0
101,"Luxembourg",66404.0,69127.0,71652.0,74261.0,78311.0,81658.0,87740.0,95956.0,95969.0,91619.0
102,"Macau","",36017.0,39457.0,44299.0,55616.0,59222.0,65294.0,73246.0,75622.0,78086.0
103,"Madagascar",1355.0,1425.0,1231.0,1338.0,1404.0,1472.0,1553.0,1637.0,1728.0,1621.0
104,"Malawi",875.0,840.0,836.0,882.0,934.0,975.0,1023.0,1120.0,1195.0,1266.0
105,"Malaysia",12946.0,12959.0,13532.0,14256.0,15279.0,16185.0,17383.0,18789.0,19711.0,19202.0
106,"Maldives",7444.0,7707.0,8169.0,10280.0,11022.0,9732.0,12431.0,13486.0,14819.0,13608.0
107,"Mali",1133.0,1298.0,1319.0,1423.0,1438.0,1529.0,1597.0,1641.0,1695.0,1729.0
108,"Malta",19314.0,19384.0,20027.0,21112.0,21569.0,22838.0,23995.0,25781.0,27133.0,26794.0
109,"Marshall Islands",2107.0,2331.0,2496.0,2491.0,2528.0,2630.0,2691.0,2841.0,2675.0,2773.0
110,"Mauritania",3159.0,3113.0,3114.0,3299.0,3449.0,3757.0,4729.0,4631.0,4579.0,4493.0
111,"Mauritius",9085.0,9513.0,9750.0,10462.0,11134.0,11581.0,12420.0,13424.0,14367.0,14899.0
112,"Mexico",12836.0,12899.0,12916.0,13180.0,13878.0,14450.0,15350.0,15890.0,16134.0,15147.0
113,"Federated States of Micronesia",2198.0,2301.0,2358.0,2450.0,2443.0,2579.0,2669.0,2702.0,2707.0,2767.0
114,"Moldova",3070.0,3337.0,3663.0,3994.0,4413.0,4907.0,5315.0,5635.0,6200.0,5872.0
115,"Mongolia",3790.0,4007.0,4226.0,4572.0,5083.0,5519.0,6077.0,6691.0,7227.0,6991.0
116,"Montenegro",8268.0,8514.0,8776.0,9135.0,9776.0,10490.0,11731.0,12850.0,14012.0,13256.0
117,"Morocco",3982.0,4311.0,4455.0,4751.0,5046.0,5306.0,5809.0,6099.0,6502.0,6736.0
118,"Mozambique",478.0,532.0,574.0,607.0,653.0,698.0,767.0,825.0,878.0,915.0
119,"Myanmar",981.0,1115.0,1232.0,1411.0,1659.0,1931.0,2242.0,2574.0,2804.0,2926.0
120,"Namibia",5310.0,5554.0,5920.0,6144.0,6616.0,7018.0,7388.0,7857.0,8099.0,8054.0
121,"Nauru","","","","",3504.0,3647.0,4438.0,3488.0,4207.0,4542.0
122,"Nepal",1339.0,1422.0,1424.0,1488.0,1578.0,1663.0,1750.0,1837.0,1965.0,2051.0
123,"Netherlands",33528.0,34811.0,35170.0,35727.0,37263.0,39104.0,41633.0,44307.0,46004.0,44383.0
124,"New Zealand",22209.0,23134.0,24202.0,25237.0,26745.0,28132.0,29492.0,31034.0,31306.0,30816.0
125,"Nicaragua",2853.0,2943.0,2951.0,3023.0,3204.0,3378.0,3589.0,3823.0,3978.0,3804.0
126,"Niger",775.0,819.0,841.0,845.0,839.0,895.0,941.0,960.0,1016.0,1003.0
127,"Nigeria",2140.0,2277.0,2584.0,2813.0,3109.0,3344.0,3584.0,3848.0,4094.0,4347.0
128,"North Macedonia",6938.0,6854.0,7046.0,7327.0,7852.0,8463.0,9149.0,9989.0,10720.0,10728.0
129,"Norway",45989.0,47804.0,48949.0,50087.0,53167.0,55878.0,58479.0,61206.0,61820.0,60439.0
130,"Oman",37467.0,39404.0,39053.0,38307.0,39429.0,41031.0,43407.0,45835.0,49815.0,51337.0
131,"Pakistan",2855.0,2917.0,2995.0,3120.0,3377.0,3723.0,3987.0,4245.0,4363.0,4314.0
132,"Palau",8121.0,9031.0,9469.0,9330.0,9870.0,10383.0,10791.0,11442.0,11221.0,10763.0
133,"Panama",8329.0,8394.0,8546.0,8907.0,9647.0,10466.0,11497.0,13000.0,14299.0,14318.0
134,"Papua New Guinea",2068.0,2061.0,2040.0,2215.0,2234.0,2346.0,2423.0,2622.0,2604.0,2736.0
135,"Paraguay",6695.0,6662.0,6642.0,6940.0,7288.0,7546.0,8018.0,8540.0,9120.0,9011.0
136,"Peru",5105.0,5176.0,5466.0,5728.0,6093.0,6595.0,7222.0,7956.0,8748.0,8802.0
137,"Philippines",3482.0,3592.0,3705.0,3891.0,4174.0,4432.0,4722.0,5072.0,5298.0,5316.0
138,"Poland",11814.0,12229.0,12603.0,13310.0,14358.0,15335.0,16784.0,18470.0,19620.0,20295.0
139,"Portugal",20651.0,21376.0,21757.0,21897.0,22832.0,23689.0,24772.0,26028.0,26573.0,25884.0
140,"Puerto Rico",22935.0,25617.0,26547.0,27687.0,28990.0,29347.0,29953.0,30583.0,30775.0,30533.0
141,"Qatar",96567.0,100130.0,105585.0,106791.0,119823.0,116862.0,130946.0,133453.0,118534.0,127889.0
142,"Romania",8287.0,8927.0,9853.0,10362.0,11808.0,12830.0,14372.0,15923.0,18164.0,17437.0
143,"Russia",10512.0,11346.0,12127.0,13333.0,14728.0,16222.0,18133.0,20229.0,21700.0,20118.0
144,"Rwanda",650.0,702.0,787.0,801.0,853.0,940.0,1035.0,1119.0,1228.0,1286.0
145,"Samoa",2884.0,3150.0,3360.0,3583.0,3769.0,4120.0,4310.0,4419.0,4633.0,4605.0
146,"San Marino","","","","",62451.0,65216.0,68919.0,74852.0,75030.0,67001.0
147,"São Tomé and Príncipe",1825.0,1879.0,1918.0,2042.0,2128.0,2293.0,2512.0,2589.0,2793.0,2811.0
148,"Saudi Arabia",40207.0,39642.0,38188.0,42279.0,45739.0,48168.0,49363.0,49937.0,52302.0,49863.0
149,"Senegal",1997.0,2080.0,2063.0,2167.0,2270.0,2381.0,2447.0,2517.0,2590.0,2606.0
150,"Serbia",6309.0,6785.0,7384.0,7883.0,8847.0,10082.0,10967.0,12037.0,13017.0,12794.0
151,"Seychelles",13849.0,13827.0,13952.0,13380.0,13397.0,14993.0,16560.0,18684.0,18231.0,18076.0
152,"Sierra Leone",549.0,639.0,786.0,836.0,876.0,909.0,946.0,1021.0,1072.0,1088.0
153,"Singapore",43776.0,43104.0,45080.0,48775.0,54377.0,58815.0,64054.0,68794.0,67718.0,66212.0
154,"Slovakia",12419.0,13160.0,13968.0,15038.0,16266.0,17884.0,20001.0,22766.0,24483.0,23268.0
155,"Slovenia",18012.0,18988.0,19920.0,20904.0,22385.0,23950.0,26033.0,28503.0,30070.0,27675.0
156,"Solomon Islands",1459.0,1336.0,1284.0,1359.0,1451.0,1541.0,1627.0,1706.0,1799.0,1814.0
157,"Somalia","","","","","","","","","",""
158,"South Africa",8502.0,8767.0,9107.0,9469.0,10058.0,10795.0,11610.0,12398.0,12854.0,12548.0
159,"South Sudan","","","","","","","","","",""
160,"Spain",23877.0,25245.0,25919.0,26721.0,27856.0,29232.0,30877.0,32218.0,32590.0,31301.0
161,"Sri Lanka",4516.0,4496.0,4698.0,5033.0,5404.0,5873.0,6469.0,7043.0,7551.0,7814.0
162,"Saint Kitts and Nevis",15204.0,16153.0,16397.0,15837.0,16677.0,18626.0,19565.0,19981.0,22394.0,21539.0
163,"Saint Lucia",9294.0,9069.0,9177.0,9667.0,10529.0,10690.0,11562.0,11965.0,12640.0,12910.0
164,"Saint Vincent and the Grenadines",6991.0,7254.0,7717.0,8342.0,8877.0,9353.0,10260.0,10850.0,11093.0,11015.0
165,"Sudan",2737.0,3025.0,3175.0,3349.0,3524.0,3750.0,4014.0,4248.0,4382.0,4180.0
166,"Suriname",8180.0,8647.0,9002.0,9651.0,10444.0,11172.0,12043.0,12853.0,13456.0,13762.0
167,"Sweden",29393.0,30401.0,31441.0,32675.0,34868.0,36841.0,39463.0,41605.0,41877.0,39953.0
168,"Switzerland",41280.0,42699.0,42990.0,43454.0,45449.0,47869.0,51093.0,54172.0,56069.0,54346.0
169,"Syria",4318.0,4457.0,4662.0,4524.0,4816.0,5107.0,5396.0,5715.0,5938.0,6176.0
170,"Taiwan",21461.0,21512.0,22927.0,24277.0,26562.0,28767.0,31221.0,34139.0,34952.0,34485.0
171,"Tajikistan",1062.0,1176.0,1279.0,1409.0,1568.0,1690.0,1825.0,1977.0,2128.0,2176.0
172,"Tanzania",1175.0,1241.0,1314.0,1393.0,1499.0,1614.0,1693.0,1833.0,1918.0,1977.0
173,"Thailand",7295.0,7645.0,8173.0,8867.0,9611.0,10261.0,11037.0,11884.0,12256.0,12188.0
174,"Timor-Leste",1249.0,1459.0,1350.0,1312.0,1318.0,1367.0,1323.0,1469.0,1638.0,1784.0
175,"Togo",1311.0,1314.0,1350.0,1432.0,1420.0,1360.0,1402.0,1385.0,1429.0,1477.0
176,"Tonga",3516.0,3633.0,3840.0,3901.0,3914.0,4004.0,4020.0,4009.0,4270.0,4064.0
177,"Trinidad and Tobago",15106.0,15961.0,17293.0,19982.0,21910.0,23812.0,27897.0,29736.0,31159.0,29700.0
178,"Tunisia",6288.0,6615.0,6752.0,7155.0,7744.0,8196.0,8810.0,9560.0,10049.0,10308.0
179,"Turkey",10819.0,10288.0,10988.0,11713.0,13045.0,14483.0,15768.0,16805.0,17042.0,16089.0
180,"Turkmenistan",3714.0,4522.0,5260.0,6217.0,7245.0,8356.0,9452.0,10655.0,12310.0,12987.0
181,"Tuvalu","","",2742.0,2698.0,2683.0,2630.0,2711.0,2939.0,3151.0,2955.0
182,"Uganda",1284.0,1383.0,1456.0,1521.0,1597.0,1753.0,1870.0,2006.0,2181.0,2294.0
183,"Ukraine",4148.0,4655.0,5021.0,5652.0,6536.0,7002.0,7814.0,8734.0,9143.0,7843.0
184,"United Arab Emirates",102783.0,100667.0,99076.0,103682.0,110147.0,109109.0,101206.0,86481.0,70075.0,65807.0
185,"United Kingdom",27253.0,28335.0,29263.0,30605.0,31999.0,33598.0,35288.0,36767.0,37077.0,35479.0
186,"United States",36313.0,37101.0,37946.0,39405.0,41642.0,44034.0,46217.0,47943.0,48471.0,47102.0
187,"Uruguay",11030.0,10837.0,10170.0,10480.0,11290.0,12472.0,13361.0,14616.0,15945.0,16654.0
188,"Uzbekistan",2686.0,2824.0,2947.0,3093.0,3374.0,3678.0,4031.0,4473.0,4894.0,5236.0
189,"Vanuatu",1867.0,1803.0,1697.0,1764.0,1841.0,1955.0,2136.0,2206.0,2321.0,2356.0
190,"Venezuela",11639.0,12102.0,11020.0,10200.0,12194.0,13658.0,15231.0,16754.0,17706.0,16993.0
191,"Vietnam",2489.0,2685.0,2881.0,3124.0,3427.0,3766.0,4114.0,4484.0,4783.0,5024.0
192,"Palestine",2539.0,2291.0,1981.0,2242.0,2730.0,3043.0,3017.0,3123.0,3328.0,3544.0
193,"Yemen",2880.0,2971.0,3049.0,3135.0,3255.0,3447.0,3566.0,3682.0,3784.0,3849.0
194,"Zambia",1617.0,1697.0,1756.0,1867.0,1999.0,2153.0,2329.0,2520.0,2688.0,2869.0
195,"Zimbabwe",2410.0,2459.0,2311.0,1973.0,1885.0,1784.0,1747.0,1729.0,1465.0,1569.0
